"Site_ID.x","ID","Monitoring","Monitoring_ID","Monitoring_ID.","Lake","Site","LID","Lat","Lon","Site_size","DHT","Date_Time","Weather","Lake_water_clarity_m","Sediment_sample","Macrophyte_sample","Notes","Distance_5m","Distance_20m","Distance_deep_20m","Calculated_slope","Total_ weight_reef","Site_ID.y","Shear_stress","Bottom_visible","Water_clarity","Depth_10m","Slope","Riparian_vegetation","Riparian_species","Overhanging_trees","Erosion","Sructure","Bedrock","Boulders","Cobble","Gravel","Sand","Mud","Organic_matter","Rock_size","Temperature","DO_mgl","DO_percent","Conductivity","Specific_conductivity","pH","Vegetation_nearby","Vegetation_species","Wood_cover","Other","pH1","Reef_shape.1","Distance_to_shore.1","Length.1","Width.1","Area.1","Weight.1","Depth_on_R.1","Depth_on_L.1","Hight_above.1","Depth_after.1","Volume.1","Sedimentation.1","Accumulation_of_weeds.1","Reef_shape.2","Distance_to_shore.2","Length.2","Width.2","Area.2","Weight.2","Depth_on_R.2","Depth_on_L.2","Hight_above.2","Depth_after.2","Volume.2","Sedimentation.2","Accumulation_of_weeds.2","Reef_shape.3","Distance_to_shore.3","Length.3","Width.3","Area.3","Weight.3","Depth_on_R.3","Depth_on_L.3","Hight_above.3","Depth_after.3","Volume.3","Sedimentation.3","Accumulation_of_weeds.3","Emergent_Native","Emergent_Non_Native","Submerged_Non_Native","Turf_Native","Total_Individuals_Bullies","Total_Individuals_Common_smelt","Total_Individuals_Goldfish","Total_Individuals_Kōaro","Total_Individuals_Kōura","Total_Individuals_Trout","Total_Individuals_Catfish","Total_Individuals_Eel","Total_Individuals_Mosquitofish","Weighted_CPUE_Bullies","Weighted_CPUE_Common_smelt","Weighted_CPUE_Goldfish","Weighted_CPUE_Kōaro","Weighted_CPUE_Kōura","Weighted_CPUE_Trout","Weighted_CPUE_Catfish","Weighted_CPUE_Eel","Weighted_CPUE_Mosquitofish","Weighted_BCUE_Bullies","Weighted_BCUE_Common_smelt","Weighted_BCUE_Goldfish","Weighted_BCUE_Kōaro","Weighted_BCUE_Kōura","Weighted_BCUE_Trout","Weighted_BCUE_Catfish","Weighted_BCUE_Eel","Weighted_BCUE_Mosquitofish","Total_Weight_Bullies","Total_Weight_Common_smelt","Total_Weight_Goldfish","Total_Weight_Kōaro","Total_Weight_Kōura","Total_Weight_Trout","Total_Weight_Catfish","Total_Weight_Eel","Total_Weight_Mosquitofish","Mean_Length_Bullies","Mean_Length_Common_smelt","Mean_Length_Goldfish","Mean_Length_Kōaro","Mean_Length_Kōura","Mean_Length_Trout","Mean_Length_Catfish","Mean_Length_Eel","Mean_Length_Mosquitofish","Mean_Weight_Bullies","Mean_Weight_Common_smelt","Mean_Weight_Goldfish","Mean_Weight_Kōaro","Mean_Weight_Kōura","Mean_Weight_Trout","Mean_Weight_Catfish","Mean_Weight_Eel","Mean_Weight_Mosquitofish","Weighted_CPUE_numerator_Bullies","Weighted_CPUE_numerator_Common_smelt","Weighted_CPUE_numerator_Goldfish","Weighted_CPUE_numerator_Kōaro","Weighted_CPUE_numerator_Kōura","Weighted_CPUE_numerator_Trout","Weighted_CPUE_numerator_Catfish","Weighted_CPUE_numerator_Eel","Weighted_CPUE_numerator_Mosquitofish","Weighted_BCUE_numerator_Bullies","Weighted_BCUE_numerator_Common_smelt","Weighted_BCUE_numerator_Goldfish","Weighted_BCUE_numerator_Kōaro","Weighted_BCUE_numerator_Kōura","Weighted_BCUE_numerator_Trout","Weighted_BCUE_numerator_Catfish","Weighted_BCUE_numerator_Eel","Weighted_BCUE_numerator_Mosquitofish","Total_Effort_sum_Bullies","Total_Effort_sum_Common_smelt","Total_Effort_sum_Goldfish","Total_Effort_sum_Kōaro","Total_Effort_sum_Kōura","Total_Effort_sum_Trout","Total_Effort_sum_Catfish","Total_Effort_sum_Eel","Total_Effort_sum_Mosquitofish","Min_Length_Bullies","Min_Length_Common_smelt","Min_Length_Goldfish","Min_Length_Kōaro","Min_Length_Kōura","Min_Length_Trout","Min_Length_Catfish","Min_Length_Eel","Min_Length_Mosquitofish","Max_Length_Bullies","Max_Length_Common_smelt","Max_Length_Goldfish","Max_Length_Kōaro","Max_Length_Kōura","Max_Length_Trout","Max_Length_Catfish","Max_Length_Eel","Max_Length_Mosquitofish","Min_Weight_Bullies","Min_Weight_Common_smelt","Min_Weight_Goldfish","Min_Weight_Kōaro","Min_Weight_Kōura","Min_Weight_Trout","Min_Weight_Catfish","Min_Weight_Eel","Min_Weight_Mosquitofish","Max_Weight_Bullies","Max_Weight_Common_smelt","Max_Weight_Goldfish","Max_Weight_Kōaro","Max_Weight_Kōura","Max_Weight_Trout","Max_Weight_Catfish","Max_Weight_Eel","Max_Weight_Mosquitofish","Richness","Abundance","Presence_Bullies","Presence_Eel","Presence_Goldfish","Presence_Common_smelt","Presence_Kōaro","Presence_Kōura","Presence_Mosquitofish","Presence_Catfish","Presence_Trout","Predator_Fish_Presence","Dragonfly larvae Small","Caddisfly larvae","diving beatle","Invertebrates_Richness","Invertebrates_Abundance","Presence_rocks","Slope_5m","Site_ID_","Monitoring_ID_","Date","Time","Year","Month","Day","Season","Date_Time_Numeric","Monitoring_label","Habitat_Type","Substrate_index"
11,9,"1","11_1","9_1","Rotoiti","Reef",54730,-38.0149838,176.4133799,150,"Sandy",2025-04-28 09:30:00,"Cloudy",5,0,0,NA,168.339491020125,259.826404337621,256.267203593034,0.0780435409587606,3010,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.7,8.84,92.8,132.4,156.371796385969,7.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,33,0,44,14,0,0,0,0,5.5,8.25,0,11,3.5,0,0,0,0,210.75,7.25,0,129.5,55.5,0,0,0,0,843,29,NA,518,222,NA,NA,NA,NA,NA,NA,NA,101.204545454545,30.4988461538462,NA,NA,NA,NA,213.5,14.5,NA,11.7727272727273,23.3076923076923,NA,NA,NA,NA,22,33,NA,44,14,NA,NA,NA,NA,843,29,NA,518,222,NA,NA,NA,NA,4,4,NA,4,4,NA,NA,NA,NA,NA,NA,NA,68,18,NA,NA,NA,NA,NA,NA,NA,170,36.81,NA,NA,NA,NA,11,9,NA,3,5,NA,NA,NA,NA,460,20,NA,60,41,NA,NA,NA,NA,4,58,1,0,0,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,0.029701883792688,9,"9_1",2025-04-28,"09:30:00",2025,"Apr",28,"Autumn",1745832600,"1 Autumn","Sandy",0
12,10,"1","12_1","10_1","Rotoiti","Control",54730,-38.0149894250948,176.414205051426,150,"Rocky",2025-04-28 09:45:00,"Cloudy",5,0,0,NA,138.622117701376,221.365381729161,219.146731835821,0.0912630539020928,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.9,9.19,97,133.4,156.775179222,7.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,69,0,30,6,0,0,1,0,2.25,17.25,0,7.5,1.5,0,0,0.25,0,236.25,14.5,0,63.25,14.5,0,0,400,0,945,58,NA,253,58,NA,NA,1600,NA,NA,NA,NA,92.5,24.8,NA,NA,800,NA,238.5,29,NA,8.43333333333333,12.6,NA,NA,1600,NA,9,69,NA,30,6,NA,NA,1,NA,945,58,NA,253,58,NA,NA,1600,NA,4,4,NA,4,4,NA,NA,4,NA,NA,NA,NA,50,14,NA,NA,800,NA,NA,NA,NA,155,28,NA,NA,800,NA,9,16,NA,1,2,NA,NA,1600,NA,519,42,NA,46,17,NA,NA,1600,NA,5,37,1,1,0,1,1,1,0,0,0,1,NA,NA,NA,NA,NA,NA,0.0360692801618509,10,"10_1",2025-04-28,"09:45:00",2025,"Apr",28,"Autumn",1745833500,"1 Autumn","Sandy",0
13,11,"1","13_1","11_1","Rotoiti","Reference",54730,-38.0276056022708,176.40494378912,150,"Rocky",2025-04-30 16:17:00,"Sunny",5,0,0,NA,38.942244562325,121.850769016352,119.249019758657,0.167716263332622,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.3,9.8,102.2,130,152.3,7.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,0,0,271,4,0,0,0,0,3.5,0,0,67.75,1,0,0,0,0,683.333333333333,683.333333333333,0,683.333333333333,12.25,0,0,0,0,2733.33333333333,2733.33333333333,NA,2733.33333333333,49,NA,NA,NA,NA,NA,NA,NA,NA,23.75,NA,NA,NA,NA,1366.66666666667,1366.66666666667,NA,1366.66666666667,12.25,NA,NA,NA,NA,14,0,NA,271,4,NA,NA,NA,NA,2733.33333333333,2733.33333333333,NA,2733.33333333333,49,NA,NA,NA,NA,4,4,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,700,700,NA,700,4,NA,NA,NA,NA,2033.33333333333,2033.33333333333,NA,2033.33333333333,29,NA,NA,NA,NA,3,275,1,0,0,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,0.128395269871971,11,"11_1",2025-04-30,"16:17:00",2025,"Apr",30,"Autumn",1746029820,"1 Autumn","Sandy",0
14,12,"1","14_1","12_1","Rotoiti","Reference",54730,-38.027783,176.4042814,150,"Rocky",2025-04-30 16:17:00,"Sunny",5,0,0,NA,70.9186341457602,162.050124796368,160.734632833987,0.124428691237045,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.3,9.8,102.2,130,152.3,7.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0,2,9,4,0,1,0,0,5,0,0.5,2.25,1,0,0.25,0,0,106.5,379.25,0,0,15.5,0,1.75,0,0,426,1517,0,0,62,NA,7,NA,NA,NA,NA,NA,NA,22.5,NA,85,NA,NA,426,505.666666666667,NA,NA,11.6666666666667,NA,7,NA,NA,20,0,2,9,4,NA,1,NA,NA,426,1517,0,0,62,NA,7,NA,NA,4,4,4,4,4,NA,4,NA,NA,NA,NA,NA,NA,18,NA,85,NA,NA,NA,NA,NA,NA,30,NA,85,NA,NA,426,491,NA,NA,4,NA,7,NA,NA,426,527,NA,NA,27,NA,7,NA,NA,5,16,1,0,1,1,1,1,0,1,0,1,NA,NA,NA,NA,NA,NA,0.0705033318848671,12,"12_1",2025-04-30,"16:17:00",2025,"Apr",30,"Autumn",1746029820,"1 Autumn","Sandy",0
15,13,"1","15_1","13_1","Rotoiti","Reference",54730,-38.0401949,176.3586787,150,"Sandy",2025-04-30 17:11:00,"Sunny",5,0,0,"All nets collapsed",63.3350158193617,218.544411001867,218.384482858113,0.0915815983729679,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.2,9.78,101.6,130.9,153.9,7.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0789452711950138,13,"13_1",2025-04-30,"17:11:00",2025,"Apr",30,"Autumn",1746033060,"1 Autumn","Sandy",0
16,14,"1","16_1","14_1","Rotoiti","Reference",54730,-38.0398114,176.3581623,150,"Sandy",2025-04-30 17:11:00,"Sunny",5,0,0,"All nets collapsed",59.880478669367,183.129609879407,182.742768352052,0.109443455302539,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.2,9.78,101.6,130.9,153.9,7.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.083499666520833,14,"14_1",2025-04-30,"17:11:00",2025,"Apr",30,"Autumn",1746033060,"1 Autumn","Sandy",0
17,15,"1","17_1","15_1","Rotoiti","Reference",54730,-38.0354320054637,176.345087343881,150,"Rocky",2025-04-30 12:41:00,"Sunny",5,0,0,NA,57.9411293181277,639.033952746429,638.656123016178,0.0313157570705595,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.4,9.31,97.1,138.3,161.8,8.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,20,1,14,7,0,0,0,0,2,5,0.25,3.5,1.75,0,0,0,0,122.25,0,15,23.75,67.75,0,0,0,0,489,0,60,95,271,NA,NA,NA,NA,NA,NA,155,NA,35.4285714285714,NA,NA,NA,NA,244.5,NA,60,95,38.7142857142857,NA,NA,NA,NA,8,20,1,14,7,NA,NA,NA,NA,489,0,60,95,271,NA,NA,NA,NA,4,4,4,4,4,NA,NA,NA,NA,NA,NA,155,NA,27,NA,NA,NA,NA,NA,NA,155,NA,45,NA,NA,NA,NA,213,NA,60,95,18,NA,NA,NA,NA,276,NA,60,95,66,NA,NA,NA,NA,5,22,1,0,1,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,0.0862944864700053,15,"15_1",2025-04-30,"12:41:00",2025,"Apr",30,"Autumn",1746016860,"1 Autumn","Sandy",0
18,16,"1","18_1","16_1","Rotoiti","Reference",54730,-38.035946522854,176.345727107707,150,"Rocky",2025-04-30 13:08:00,"Sunny",5,0,0,NA,27.586278169075,565.618637286375,565.447481720974,0.0353702167690778,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.4,9.45,98.5,138.3,161.9,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,30,15,9,8,0,0,0,0,4,7.5,3.75,2.25,2,0,0,0,0,219,0,295.75,22.5,99.5,0,0,0,0,876,0,1183,90,398,NA,NA,NA,NA,NA,NA,132.533333333333,50,37.5,NA,NA,NA,NA,148,NA,78.8666666666667,30,49.75,NA,NA,NA,NA,16,30,15,9,8,NA,NA,NA,NA,876,0,1183,90,398,NA,NA,NA,NA,4,4,4,4,4,NA,NA,NA,NA,NA,NA,80,50,19,NA,NA,NA,NA,NA,NA,205,50,58,NA,NA,NA,NA,6,NA,12,1,8,NA,NA,NA,NA,440,NA,245,60,108,NA,NA,NA,NA,5,32,1,0,1,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,0.181249531718459,16,"16_1",2025-04-30,"13:08:00",2025,"Apr",30,"Autumn",1746018480,"1 Autumn","Sandy",0
19,17,"1","19_1","17_1","Rotoiti","Reference",54730,-38.0174132,176.3755268,150,"Rocky",2025-04-30 14:10:00,"Sunny",5,0,0,NA,13.9155980353024,411.557104130868,410.694566686954,0.0486979902396535,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.4,9.63,100.5,131.7,154.2,7.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,3,4,11,0,5,0,0,2.5,2.5,0.75,1,2.75,0,1.25,0,0,174.5,0,51,4.75,55,0,206.75,0,0,698,0,204,19,220,NA,827,NA,NA,NA,NA,138,NA,27.1458333333333,NA,179,NA,NA,349,NA,68,9.5,18.5416666666667,NA,165.4,NA,NA,10,10,3,4,11,NA,5,NA,NA,698,0,204,19,220,NA,827,NA,NA,4,4,4,4,4,NA,4,NA,NA,NA,NA,100,NA,20,NA,85,NA,NA,NA,NA,164,NA,38,NA,325,NA,NA,188,NA,21,9,7,NA,7,NA,NA,510,NA,106,10,41,NA,489,NA,NA,6,23,1,0,1,1,1,1,0,1,0,1,NA,NA,NA,NA,NA,NA,0.359309027705136,17,"17_1",2025-04-30,"14:10:00",2025,"Apr",30,"Autumn",1746022200,"1 Autumn","Sandy",0
20,18,"1","20_1","18_1","Rotoiti","Reference",54730,-38.0172588,176.3757789,150,"Rocky",2025-04-30 14:10:00,"Sunny",5,0,0,NA,10.2582815366794,393.995431341253,393.146305968451,0.0508716467543382,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.4,9.63,100.5,131.7,154.2,7.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,1,4,3,5,0,7,0,0,5,0.25,1,0.75,1.25,0,1.75,0,0,39.75,0,142,12.75,19.5,0,157.25,0,0,159,0,568,51,78,NA,629,NA,NA,NA,NA,153.25,101.666666666667,23.6666666666667,NA,129.571428571429,NA,NA,79.5,NA,142,17,14,NA,89.8571428571429,NA,NA,20,1,4,3,5,NA,7,NA,NA,159,0,568,51,78,NA,629,NA,NA,4,4,4,4,4,NA,4,NA,NA,NA,NA,105,90,20,NA,75,NA,NA,NA,NA,203,120,30,NA,335,NA,NA,15,NA,21,12,4,NA,5,NA,NA,144,NA,232,21,26,NA,550,NA,NA,6,19,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,NA,0.487411071934617,18,"18_1",2025-04-30,"14:10:00",2025,"Apr",30,"Autumn",1746022200,"1 Autumn","Sandy",0
21,19,"1","21_1","19_1","Rotoiti","Reference",54730,-38.01677,176.421,150,"Rocky",2025-04-30 15:10:00,"Sunny",5,0,0,NA,142.695643156613,187.90193049333,187.539175274033,0.106644384943977,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,10,2,82,42,0,1,0,0,1.5,2.5,0.5,20.5,10.5,0,0.25,0,0,183.75,47,70,0,149.5,0,2.5,0,0,735,188,280,0,598,NA,10,NA,NA,NA,NA,NA,NA,25.9809384164223,NA,100,NA,NA,245,188,280,NA,16.5073313782991,NA,10,NA,NA,6,10,2,82,42,NA,1,NA,NA,735,188,280,0,598,NA,10,NA,NA,4,4,4,4,4,NA,4,NA,NA,NA,NA,NA,NA,12,NA,100,NA,NA,NA,NA,NA,NA,36,NA,100,NA,NA,93,188,280,NA,2,NA,10,NA,NA,502,188,280,NA,33,NA,10,NA,NA,6,127,1,0,1,1,1,1,0,1,0,1,NA,NA,NA,NA,NA,NA,0.0350396122081481,19,"19_1",2025-04-30,"15:10:00",2025,"Apr",30,"Autumn",1746025800,"1 Autumn","Sandy",0
22,20,"1","22_1","20_1","Rotoiti","Reference",54730,-38.0170202210521,176.420489675691,150,"Rocky",2025-04-30 15:10:00,"Sunny",5,0,0,NA,112.652050534812,153.52894194799,153.452603021804,0.130333403319057,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0,0,211,69,0,0,0,0,2.75,0,0,52.75,17.25,0,0,0,0,489.75,113,0,0,247,0,0,0,0,1959,452,NA,0,988,NA,NA,NA,NA,NA,NA,NA,NA,27.0604508196721,NA,NA,NA,NA,489.75,452,NA,NA,17.1670081967213,NA,NA,NA,NA,11,0,NA,211,69,NA,NA,NA,NA,1959,452,NA,0,988,NA,NA,NA,NA,4,4,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,285,452,NA,NA,3,NA,NA,NA,NA,621,452,NA,NA,41,NA,NA,NA,NA,3,280,1,0,0,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,0.0443844561751221,20,"20_1",2025-04-30,"15:10:00",2025,"Apr",30,"Autumn",1746025800,"1 Autumn","Sandy",0
3,1,"2","3_2","1_2","Rotoiti","Reef",54730,-38.0526673079263,176.47144524762,150,"Rocky",2025-07-16 13:12:00,"Windy waves",NA,0,0,"1 fyke net washed to shore other filled with weed",82.9889020904982,164.450019734722,163.768266763249,0.122123781336179,3040,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.8,11.12,105.2,112.6,146.7,7.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0,12,0,0,0,0,0,0.333333333333333,1.33333333333333,0,4,0,0,0,0,0,151.333333333333,1.33333333333333,0,34,0,0,0,0,0,454,4,NA,102,NA,NA,NA,NA,NA,NA,NA,NA,96.5,NA,NA,NA,NA,NA,227,4,NA,8.5,NA,NA,NA,NA,NA,1,4,NA,12,NA,NA,NA,NA,NA,454,4,NA,102,NA,NA,NA,NA,NA,3,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,83,NA,NA,NA,NA,NA,NA,NA,NA,110,NA,NA,NA,NA,NA,1,4,NA,4,NA,NA,NA,NA,NA,453,4,NA,13,NA,NA,NA,NA,NA,3,12,1,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0.0602490197369712,1,"1_2",2025-07-16,"13:12:00",2025,"Jul",16,"Winter",1752671520,"2 Winter","Sandy",0
4,2,"2","4_2","2_2","Rotoiti","Control",54730,-38.0529135570371,176.470933127575,150,"Rocky",2025-07-16 12:54:00,"Windy waves",NA,0,0,"Filled with weeds box moved a lot and fykes were drifting",105.445519540936,180.302636624781,179.82545515734,0.111218959420961,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.9,10.92,103.5,112,145.6,6.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,90,0,5,0,0,2,2,0,0,0,0,1.25,0,0,0.5,0.5,0,0,0,0,60.5,0,0,20.5,8.75,0,0,0,0,242,NA,NA,82,35,NA,NA,NA,NA,NA,NA,NA,117.5,26,NA,NA,NA,NA,121,NA,NA,41,17.5,NA,NA,NA,NA,5,NA,NA,2,2,NA,NA,NA,NA,242,NA,NA,82,35,NA,NA,NA,NA,4,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,50,21,NA,NA,NA,NA,NA,NA,NA,185,31,NA,NA,NA,NA,3,NA,NA,1,13,NA,NA,NA,NA,239,NA,NA,81,22,NA,NA,NA,NA,3,4,1,0,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,0.047417851623927,2,"2_2",2025-07-16,"12:54:00",2025,"Jul",16,"Winter",1752670440,"2 Winter","Sandy",0
